,(Relative) activity,(Relative) activity_std,Activity coefficient,Activity coefficient_std,Mass fraction,"Molality, mol/kg","Molality, mol/kg Variable metadata","Molality, mol/kg metadata",Mole fraction,Mole fraction Variable metadata,Mole fraction metadata,"Pressure, kPa","Temperature, K",components,filename,phase,n_components,component_0,component_1,formula_0,formula_1,n_atoms_0,n_heavy_atoms_0,n_desired_atoms_0,n_other_atoms_0,n_atoms_1,n_heavy_atoms_1,n_desired_atoms_1,n_other_atoms_1,SMILES_0,SMILES_1,cas_0,InChI_0,cas_1,InChI_1
701527,,,1.59,0.0636,,,,,0.0,,dimethyl ketone___,101.0,314.24,dimethyl ketone__lauric acid,j.jct.2012.06.009,Liquid,2,dimethyl ketone,lauric acid,C3H6O,C12H24O2,10,4,10,0,38,14,38,0,CC(C)=O,CCCCCCCCCCCC(O)=O,67-64-1,InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701528,,,1.45,0.058,,,,,0.0,,dimethyl ketone___,101.0,333.26,dimethyl ketone__lauric acid,j.jct.2012.06.009,Liquid,2,dimethyl ketone,lauric acid,C3H6O,C12H24O2,10,4,10,0,38,14,38,0,CC(C)=O,CCCCCCCCCCCC(O)=O,67-64-1,InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701529,,,1.466,0.05864,,,,,0.0,,dimethyl ketone___,101.0,333.38,dimethyl ketone__lauric acid,j.jct.2012.06.009,Liquid,2,dimethyl ketone,lauric acid,C3H6O,C12H24O2,10,4,10,0,38,14,38,0,CC(C)=O,CCCCCCCCCCCC(O)=O,67-64-1,InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701530,,,1.335,0.0534,,,,,0.0,,dimethyl ketone___,101.0,353.25,dimethyl ketone__lauric acid,j.jct.2012.06.009,Liquid,2,dimethyl ketone,lauric acid,C3H6O,C12H24O2,10,4,10,0,38,14,38,0,CC(C)=O,CCCCCCCCCCCC(O)=O,67-64-1,InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701531,,,1.365,0.0546,,,,,0.0,,dimethyl ketone___,101.0,353.3,dimethyl ketone__lauric acid,j.jct.2012.06.009,Liquid,2,dimethyl ketone,lauric acid,C3H6O,C12H24O2,10,4,10,0,38,14,38,0,CC(C)=O,CCCCCCCCCCCC(O)=O,67-64-1,InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701532,,,1.374,0.05496,,,,,0.0,,"benzene, methoxy-___",101.0,333.26,"benzene, methoxy-__lauric acid",j.jct.2012.06.009,Liquid,2,"benzene, methoxy-",lauric acid,C7H8O,C12H24O2,16,8,16,0,38,14,38,0,COc1ccccc1,CCCCCCCCCCCC(O)=O,100-66-3,InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701533,,,1.347,0.05388,,,,,0.0,,"benzene, methoxy-___",101.0,343.65,"benzene, methoxy-__lauric acid",j.jct.2012.06.009,Liquid,2,"benzene, methoxy-",lauric acid,C7H8O,C12H24O2,16,8,16,0,38,14,38,0,COc1ccccc1,CCCCCCCCCCCC(O)=O,100-66-3,InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701534,,,1.334,0.05336,,,,,0.0,,"benzene, methoxy-___",101.0,353.25,"benzene, methoxy-__lauric acid",j.jct.2012.06.009,Liquid,2,"benzene, methoxy-",lauric acid,C7H8O,C12H24O2,16,8,16,0,38,14,38,0,COc1ccccc1,CCCCCCCCCCCC(O)=O,100-66-3,InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701535,,,1.353,0.05412,,,,,0.0,,"benzene, methoxy-___",101.0,353.3,"benzene, methoxy-__lauric acid",j.jct.2012.06.009,Liquid,2,"benzene, methoxy-",lauric acid,C7H8O,C12H24O2,16,8,16,0,38,14,38,0,COc1ccccc1,CCCCCCCCCCCC(O)=O,100-66-3,InChIKey=RDOXTESZEPMUJZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701536,,,1.345,0.0538,,,,,0.0,,n-hexane___,101.0,338.27,n-hexane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,n-hexane,tetradecanoic acid,C6H14,C14H28O2,20,6,20,0,44,16,44,0,CCCCCC,CCCCCCCCCCCCCC(O)=O,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701537,,,1.329,0.05316,,,,,0.0,,n-hexane___,101.0,348.3,n-hexane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,n-hexane,tetradecanoic acid,C6H14,C14H28O2,20,6,20,0,44,16,44,0,CCCCCC,CCCCCCCCCCCCCC(O)=O,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701538,,,1.335,0.0534,,,,,0.0,,n-hexane___,101.0,358.33,n-hexane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,n-hexane,tetradecanoic acid,C6H14,C14H28O2,20,6,20,0,44,16,44,0,CCCCCC,CCCCCCCCCCCCCC(O)=O,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701539,,,1.451,0.05804,,,,,0.0,,heptane___,101.0,314.1,heptane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,heptane,tetradecanoic acid,C7H16,C14H28O2,23,7,23,0,44,16,44,0,CCCCCCC,CCCCCCCCCCCCCC(O)=O,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701540,,,1.465,0.0586,,,,,0.0,,heptane___,101.0,314.24,heptane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,heptane,tetradecanoic acid,C7H16,C14H28O2,23,7,23,0,44,16,44,0,CCCCCCC,CCCCCCCCCCCCCC(O)=O,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701541,,,1.433,0.05732,,,,,0.0,,heptane___,101.0,333.38,heptane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,heptane,tetradecanoic acid,C7H16,C14H28O2,23,7,23,0,44,16,44,0,CCCCCCC,CCCCCCCCCCCCCC(O)=O,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701542,,,1.402,0.05608,,,,,0.0,,heptane___,101.0,353.25,heptane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,heptane,tetradecanoic acid,C7H16,C14H28O2,23,7,23,0,44,16,44,0,CCCCCCC,CCCCCCCCCCCCCC(O)=O,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701543,,,1.399,0.05596,,,,,0.0,,heptane___,101.0,353.3,heptane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,heptane,tetradecanoic acid,C7H16,C14H28O2,23,7,23,0,44,16,44,0,CCCCCCC,CCCCCCCCCCCCCC(O)=O,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701544,,,1.534,0.06136,,,,,0.0,,isooctane___,101.0,338.27,isooctane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,isooctane,tetradecanoic acid,C8H18,C14H28O2,26,8,26,0,44,16,44,0,CCCCCC(C)C,CCCCCCCCCCCCCC(O)=O,592-27-8,InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701545,,,1.505,0.0602,,,,,0.0,,isooctane___,101.0,348.3,isooctane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,isooctane,tetradecanoic acid,C8H18,C14H28O2,26,8,26,0,44,16,44,0,CCCCCC(C)C,CCCCCCCCCCCCCC(O)=O,592-27-8,InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701546,,,1.448,0.05792,,,,,0.0,,isooctane___,101.0,358.33,isooctane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,isooctane,tetradecanoic acid,C8H18,C14H28O2,26,8,26,0,44,16,44,0,CCCCCC(C)C,CCCCCCCCCCCCCC(O)=O,592-27-8,InChIKey=JVSWJIKNEAIKJW-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701547,,,1.24,0.0496,,,,,0.0,,1-hexene___,101.0,314.24,tetradecanoic acid__1-hexene,j.jct.2012.06.009,Liquid,2,tetradecanoic acid,1-hexene,C14H28O2,C6H12,44,16,44,0,18,6,18,0,CCCCCCCCCCCCCC(O)=O,CCCCC=C,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
701548,,,1.224,0.04896,,,,,0.0,,1-hexene___,101.0,333.26,tetradecanoic acid__1-hexene,j.jct.2012.06.009,Liquid,2,tetradecanoic acid,1-hexene,C14H28O2,C6H12,44,16,44,0,18,6,18,0,CCCCCCCCCCCCCC(O)=O,CCCCC=C,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
701549,,,1.207,0.04828,,,,,0.0,,1-hexene___,101.0,333.38,tetradecanoic acid__1-hexene,j.jct.2012.06.009,Liquid,2,tetradecanoic acid,1-hexene,C14H28O2,C6H12,44,16,44,0,18,6,18,0,CCCCCCCCCCCCCC(O)=O,CCCCC=C,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
701550,,,1.182,0.04728,,,,,0.0,,1-hexene___,101.0,353.3,tetradecanoic acid__1-hexene,j.jct.2012.06.009,Liquid,2,tetradecanoic acid,1-hexene,C14H28O2,C6H12,44,16,44,0,18,6,18,0,CCCCCCCCCCCCCC(O)=O,CCCCC=C,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
701551,,,0.926,0.03704,,,,,0.0,,phenylmethane___,101.0,338.27,phenylmethane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,phenylmethane,tetradecanoic acid,C7H8,C14H28O2,15,7,15,0,44,16,44,0,Cc1ccccc1,CCCCCCCCCCCCCC(O)=O,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701552,,,1.01,0.0404,,,,,0.0,,phenylmethane___,101.0,338.29,phenylmethane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,phenylmethane,tetradecanoic acid,C7H8,C14H28O2,15,7,15,0,44,16,44,0,Cc1ccccc1,CCCCCCCCCCCCCC(O)=O,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701553,,,0.958,0.03832,,,,,0.0,,phenylmethane___,101.0,348.2,phenylmethane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,phenylmethane,tetradecanoic acid,C7H8,C14H28O2,15,7,15,0,44,16,44,0,Cc1ccccc1,CCCCCCCCCCCCCC(O)=O,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701554,,,0.93,0.0372,,,,,0.0,,phenylmethane___,101.0,358.33,phenylmethane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,phenylmethane,tetradecanoic acid,C7H8,C14H28O2,15,7,15,0,44,16,44,0,Cc1ccccc1,CCCCCCCCCCCCCC(O)=O,3101-08-4,InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701555,,,1.091,0.04364,,,,,0.0,,cyclohexane___,101.0,314.1,cyclohexane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,cyclohexane,tetradecanoic acid,C6H12,C14H28O2,18,6,18,0,44,16,44,0,C1CCCCC1,CCCCCCCCCCCCCC(O)=O,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701556,,,1.089,0.04356,,,,,0.0,,cyclohexane___,101.0,314.24,cyclohexane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,cyclohexane,tetradecanoic acid,C6H12,C14H28O2,18,6,18,0,44,16,44,0,C1CCCCC1,CCCCCCCCCCCCCC(O)=O,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701557,,,1.066,0.04264,,,,,0.0,,cyclohexane___,101.0,333.38,cyclohexane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,cyclohexane,tetradecanoic acid,C6H12,C14H28O2,18,6,18,0,44,16,44,0,C1CCCCC1,CCCCCCCCCCCCCC(O)=O,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701558,,,1.047,0.04188,,,,,0.0,,cyclohexane___,101.0,353.25,cyclohexane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,cyclohexane,tetradecanoic acid,C6H12,C14H28O2,18,6,18,0,44,16,44,0,C1CCCCC1,CCCCCCCCCCCCCC(O)=O,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701559,,,1.024,0.04096,,,,,0.0,,cyclohexane___,101.0,353.3,cyclohexane__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,cyclohexane,tetradecanoic acid,C6H12,C14H28O2,18,6,18,0,44,16,44,0,C1CCCCC1,CCCCCCCCCCCCCC(O)=O,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701560,,,1.061,0.04244,,,,,0.0,,ethylbenzene___,101.0,338.27,ethylbenzene__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethylbenzene,tetradecanoic acid,C8H10,C14H28O2,18,8,18,0,44,16,44,0,CCc1ccccc1,CCCCCCCCCCCCCC(O)=O,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701561,,,1.059,0.04236,,,,,0.0,,ethylbenzene___,101.0,348.3,ethylbenzene__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethylbenzene,tetradecanoic acid,C8H10,C14H28O2,18,8,18,0,44,16,44,0,CCc1ccccc1,CCCCCCCCCCCCCC(O)=O,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701562,,,1.037,0.04148,,,,,0.0,,ethylbenzene___,101.0,358.33,ethylbenzene__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethylbenzene,tetradecanoic acid,C8H10,C14H28O2,18,8,18,0,44,16,44,0,CCc1ccccc1,CCCCCCCCCCCCCC(O)=O,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701563,,,1.997,0.07988,,,,,0.0,,methanol___,101.0,338.29,methanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,methanol,tetradecanoic acid,CH4O,C14H28O2,6,2,6,0,44,16,44,0,CO,CCCCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701564,,,1.919,0.07676,,,,,0.0,,methanol___,101.0,314.24,methanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,methanol,tetradecanoic acid,CH4O,C14H28O2,6,2,6,0,44,16,44,0,CO,CCCCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701565,,,1.732,0.06928,,,,,0.0,,methanol___,101.0,333.26,methanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,methanol,tetradecanoic acid,CH4O,C14H28O2,6,2,6,0,44,16,44,0,CO,CCCCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701566,,,1.709,0.06836,,,,,0.0,,methanol___,101.0,333.38,methanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,methanol,tetradecanoic acid,CH4O,C14H28O2,6,2,6,0,44,16,44,0,CO,CCCCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701567,,,1.596,0.06384,,,,,0.0,,methanol___,101.0,358.31,methanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,methanol,tetradecanoic acid,CH4O,C14H28O2,6,2,6,0,44,16,44,0,CO,CCCCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701568,,,1.564,0.06256,,,,,0.0,,methanol___,101.0,353.3,methanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,methanol,tetradecanoic acid,CH4O,C14H28O2,6,2,6,0,44,16,44,0,CO,CCCCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701569,,,1.82,0.0728,,,,,0.0,,ethyl alcohol___,101.0,314.1,ethyl alcohol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,tetradecanoic acid,C2H6O,C14H28O2,9,3,9,0,44,16,44,0,CCO,CCCCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701570,,,1.786,0.07144,,,,,0.0,,ethyl alcohol___,101.0,314.24,ethyl alcohol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,tetradecanoic acid,C2H6O,C14H28O2,9,3,9,0,44,16,44,0,CCO,CCCCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701571,,,1.666,0.06664,,,,,0.0,,ethyl alcohol___,101.0,333.26,ethyl alcohol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,tetradecanoic acid,C2H6O,C14H28O2,9,3,9,0,44,16,44,0,CCO,CCCCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701572,,,1.667,0.06668,,,,,0.0,,ethyl alcohol___,101.0,333.38,ethyl alcohol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,tetradecanoic acid,C2H6O,C14H28O2,9,3,9,0,44,16,44,0,CCO,CCCCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701573,,,1.533,0.06132,,,,,0.0,,ethyl alcohol___,101.0,353.25,ethyl alcohol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,tetradecanoic acid,C2H6O,C14H28O2,9,3,9,0,44,16,44,0,CCO,CCCCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701574,,,1.519,0.06076,,,,,0.0,,ethyl alcohol___,101.0,353.3,ethyl alcohol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,tetradecanoic acid,C2H6O,C14H28O2,9,3,9,0,44,16,44,0,CCO,CCCCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701575,,,1.614,0.06456,,,,,0.0,,propan-1-ol___,101.0,314.1,propan-1-ol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,tetradecanoic acid,C3H8O,C14H28O2,12,4,12,0,44,16,44,0,CCCO,CCCCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701576,,,1.651,0.06604,,,,,0.0,,propan-1-ol___,101.0,314.24,propan-1-ol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,tetradecanoic acid,C3H8O,C14H28O2,12,4,12,0,44,16,44,0,CCCO,CCCCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701577,,,1.522,0.06088,,,,,0.0,,propan-1-ol___,101.0,333.26,propan-1-ol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,tetradecanoic acid,C3H8O,C14H28O2,12,4,12,0,44,16,44,0,CCCO,CCCCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701578,,,1.511,0.06044,,,,,0.0,,propan-1-ol___,101.0,333.38,propan-1-ol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,tetradecanoic acid,C3H8O,C14H28O2,12,4,12,0,44,16,44,0,CCCO,CCCCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701579,,,1.373,0.05492,,,,,0.0,,propan-1-ol___,101.0,353.25,propan-1-ol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,tetradecanoic acid,C3H8O,C14H28O2,12,4,12,0,44,16,44,0,CCCO,CCCCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701580,,,1.369,0.05476,,,,,0.0,,propan-1-ol___,101.0,353.3,propan-1-ol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,tetradecanoic acid,C3H8O,C14H28O2,12,4,12,0,44,16,44,0,CCCO,CCCCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701581,,,1.488,0.05952,,,,,0.0,,1-butanol___,101.0,314.1,1-butanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,1-butanol,tetradecanoic acid,C4H10O,C14H28O2,15,5,15,0,44,16,44,0,CCCCO,CCCCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701582,,,1.543,0.06172,,,,,0.0,,1-butanol___,101.0,314.24,1-butanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,1-butanol,tetradecanoic acid,C4H10O,C14H28O2,15,5,15,0,44,16,44,0,CCCCO,CCCCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701583,,,1.452,0.05808,,,,,0.0,,1-butanol___,101.0,333.26,1-butanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,1-butanol,tetradecanoic acid,C4H10O,C14H28O2,15,5,15,0,44,16,44,0,CCCCO,CCCCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701584,,,1.42,0.0568,,,,,0.0,,1-butanol___,101.0,333.38,1-butanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,1-butanol,tetradecanoic acid,C4H10O,C14H28O2,15,5,15,0,44,16,44,0,CCCCO,CCCCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701585,,,1.224,0.04896,,,,,0.0,,1-butanol___,101.0,353.25,1-butanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,1-butanol,tetradecanoic acid,C4H10O,C14H28O2,15,5,15,0,44,16,44,0,CCCCO,CCCCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
701586,,,1.318,0.05272,,,,,0.0,,1-butanol___,101.0,353.3,1-butanol__tetradecanoic acid,j.jct.2012.06.009,Liquid,2,1-butanol,tetradecanoic acid,C4H10O,C14H28O2,15,5,15,0,44,16,44,0,CCCCO,CCCCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,45184-05-2,InChIKey=TUNFSRHWOTWDNC-UHFFFAOYSA-N
